,text,class,prob
47,routin complain poverti reason minor die covid19 advoc,neg,0.19572218052199336
48,louisiana longest serv incarcer woman suppos free instead covid19,pos,0.7041281637058263
49,top stori white hat hacker help fold covid19 protein see,pos,0.7195786223424897
50,fort dix april prison four staff member confirm covid19 civil right,neg,0.22656853201038585
51,trust covid19 soon wait elenu sobolo garden fork,pos,0.6874406217372377
52,congress go home clear timelin relief packag provid monthli univers cash,pos,0.7445399111397895
53,everi person go work test test symptom want stop sprea,neg,0.2817027224871373
54,news everyon talk covid19 democrat attempt sneak strictest gun control measur ever,neg,0.26980373548596326
55,meet pcc dcc presid held today video conferenc co ordin ass cov,neg,0.28455454290450644
56,make shit doggi breeder task lead covid19 pandem task forc the,neg,0.2978073337481635
57,pm et tonight confirm death covid19 pa grim mileston confirm death,neg,0.18942235635848703
58,look studi claim covid19 patient took hydrocholoquin like die tho,neg,0.29665405852640114
59,kentucki total state debt billion ny billion idea fed fill,neg,0.268517712621004
60,new legal resourc healthcar organ ontario respond covid19 pandem,pos,0.7324862448619416
61,two elder doctor self treat zinc hydroxychloroquin recov fulli covid19,pos,0.7237010590288879
62,case perpetr encourag opportunist social polit leader rather work,pos,0.679349511385893
63,warn covid19 earli januari trump busi golf,neg,0.2150555437633081
64,kati russel nomin aunt shirley work covid19 ward ulster hospit thank,pos,0.763715170952876
65,dump beauti cd girlon death row covid19 whatev mani empti kennel kill,neg,0.18312675047678603
66,covid19 impact disabl peopl ireland pleas complet survey voic matter,pos,0.6683697691591339
67,militari role combat covid19,neg,0.31264944375004167
68,bangladesh decid extend covid19 shutdown day may initi declar gener holiday,pos,0.7423723416852334
69,harri jayawardena aitken spenc call offer govt use resort hudhuranfushi help covid19 eff,pos,0.7284326037714407
70,covid19 test free bangladesh highli regul minim cost privat sector cost priva,pos,0.7347442834655329
71,trump propos irradi bodi uv light inject clean product directli bloodstream,pos,0.6637578381543272
72,question unit state miss opportun get ahead novel window maki,pos,0.6241665433760502
73,announc special call paper journal public econom covid19 shorter paper word fast,pos,0.7485800010518733
74,last intak id alreadi use odd death row covid19 whatev empti kennel kill,neg,0.15017891646755033
75,live berlin thousand activist sent demonstr sign week togeth demand,neg,0.28390301777614674
76,help stay safe give latest news updat covid19 io,pos,0.8091285187756693
77,final finish covid19 tran work sinc last week yay,pos,0.6473444628605076
78,look ahead covid19 given flu jab year futur get money pharma,neg,0.29077052036549234
79,great sad announc support worker kirsti jone sadli die covid19 colleagu said ki,neg,0.28076710494025264
80,rumour kim jong un health intensifi chines medic team sent north korea advis care hea,pos,0.7269149955886288
81,incompet modi govt inspit time warn ill prepar ad,neg,0.22501213122501076
82,new maryland send emerg alert receiv call consum disinfect governor offic say htt,pos,0.7247439869321686
83,thank nice summari potenti drug also short,pos,0.715411676271789
84,still shock vote man advis peopl inject clorox bleach,neg,0.25898894108957704
85,print technolog bring cura jupe fight cura open sour,neg,0.300607253316192
86,excel articl success tori new labour govt peddl lie british public de,pos,0.706394238794225
87,level mean high increas case low level capac health servic,neg,0.23925550461157474
88,flirtat eugen complic elector fraud contempt nh made domin cum,neg,0.30395914831677406
89,new econom project show nation electr co op could suffer billion lost revenu,neg,0.2614611500857295
90,halt fund world health organ world health crisi danger sound work,neg,0.4050267067828044
91,proper handwash believ effect measur prevent covid19 tikapur municip,pos,0.7455807484683947
92,western medium joker grace give india credit much better job dolt,pos,0.7300023954627246
93,respect pm shri ji honour call milk produc famili banaskantha dist associat,pos,0.7598445008763757
94,covid19 must reduc low level flu season start demand,neg,0.18859818173496626
95,want life approach anyth like normal anytim soon need comprehens test program go,pos,0.753987390565028
96,thing may look littl differ day airport anyon pass feel safe know part,pos,0.754140365889014
97,great sad announc nurs larni zuniga sadli die covid19 friend say larni alway,pos,0.5884443299463581
98,knew life tv could bore,neg,0.2915214539763633
99,would appear nordi garda commission want british border ireland back,pos,0.6932994001816934
100,global covid19 death toll surpass tragic death uk,neg,0.11857414700619724
101,wow cool pluristem work placenta base cell therapi help treat patient sufferi,pos,0.7851409907809601
102,andi cohen allow donat plasma covid19 patient gay,pos,0.7640576905381237
103,nutshel treat prevent covid19 contrari rumor cure yet specif ,pos,0.7299190801914367
104,tech tyranni twitter suspend account youtub remov video biotech compani creat covid19 treatment usin,neg,0.27897688040806595
105,peopl die presid unfit unwel unaccept anti trump repu,neg,0.1624058414907191
106,break news florida ski resort see break number despit covid19 warn,neg,0.22975798571586062
107,clear lot debat whether govern act quickli enough tackl covid19,pos,0.7351284285607546
108,updat step step guid nurs stay safe home shift end updat includ,pos,0.7651939712174394
109,icymi research london join other around world joint studi loss smell among covid19,neg,0.2798496140631441
110,ramzan mubarak pray everyon safeti well prosper may holi month bring abundanc,pos,0.7247643677858486
111,covid19 updat today new case new recoveri death covid19 total figur malaysia apri,neg,0.2290467806784807
112,nigeria mess crop polit leader continu fail peopl,neg,0.23226854463186933
113,day ago west bengal deni death peopl due covid19 today confirm centr decid,neg,0.18958035049178185
114, conspiraci theorist medium report death rate mean coronaviru death incl,neg,0.16477150492534626
115,interest read,pos,0.7631816907745381
116,good read golfer readi mani cours readi weather readi protocol,pos,0.7461652199196447
117,scenario plan help busi better understand impact risk navig challeng futu,pos,0.758506252655928
118,good know mayb govern elain timelin ,pos,0.7447945453718019
119,content cover stori go special king corona rule world dea,pos,0.6973761711445722
120,sussex mental healthlin offer mental health support gener mental health concern well crisi sup,pos,0.744836294045871
121,first thing want covid19 lockdown eas,pos,0.6809261253785771
122,confirm case covid19 tooel counti utah make perfect sens hair nail salon,pos,0.6596055782501921
123,start say death covid19 come back fall,neg,0.2005335728233915
124,franc anoth studi result look like smoke protect covid19 nicotin someth els,pos,0.7893936275156211
125, ku student manufactur ventil aid covid19 war least week everi news,neg,0.25350844122491034
126,due covid19 crisi fulfil wish child seriou ill came halt spo,neg,0.2115746353745277
127,rdhl pm redhil announc patient treat opaganib compassion use show obj,pos,0.7341164752373279
128,nikki travel beloit treat thousand patient nyc true health hero,pos,0.7639627395940791
129,kurt recov great stori mom,pos,0.7489321996782848
130,yesterday night mumbai bandra reclam shot exhaust doctor return home ask,neg,0.28380156732564144
131,maharashtra highest number covid19 case india mumbai terribl bad shape yet middl ,neg,0.2834669965329163
132,muzzl critic woman disabl face stigma abus refuge,neg,0.297966881915715
133,anti lockdown protest organ test posit covid19 demonstrati via america dumbest,neg,0.21236183004839962
134,covid19 labour union want tripartit engag plight worker,pos,0.7230251481609064
135,death per million popul germani denmark portug norway etc etc uk exa,neg,0.16976453951410023
136,tyson food tyson order yo anni grant back work feed america even thoug,pos,0.6818675706702187
137,bt temporarili suspend map soul world tour readjust entir schedul midst covid19 pandem,neg,0.2694565364680217
138,record consecut day zero new case well done keep,pos,0.7091404389959893
139,presid donald trump former un ambassador nikki haley attack illinoi democrat use covid19 crisi,neg,0.2012655085537234
140,southern state histori racial discrimin restrict vote rule make nearli imposs black peo,neg,0.2383048464221506
141,almost week character pandem world bank pay pandem bond ha,pos,0.6704569735223872
142,dr paul kasenen covid19 pandem bigger question hidden problem part iii read,neg,0.31612240298619787
143,sunday yesterday repres major drop covid19 death realiti fewer flu death bl,neg,0.16997077379680725
144,sent british clinic volunt fight ebola sierra leon came home aliv far,neg,0.2871141630312977
145,fill week chariti survey help shine light impact covid19 chariti sector,pos,0.762362167997139
146,covid19 death keep ad disrespect anyon die mani reason covid19,neg,0.17496390515036622
147,four nation pull togeth share resourc win fight suppo,pos,0.7144788487602111
148,covid19 biggest threat,neg,0.2531924162990786
149,aim amazon like eerienc patient fulli built artifici intellig use data,pos,0.7368161891700972
150,tame viru mean lock away healthi younger peopl foolish beat viru develop imm,neg,0.27903417693045196
151,lift mental lockdown may issu sale today witch mark allot folklor levit jesu covid19 consp,neg,0.2787097563885357
152,sicken order mandat place covid19 patient nurs rehabilit home new york someth,neg,0.2830991707316494
153,scottish indi campaign must ramp urgent,pos,0.7058948069851526
154,mani elderli covid19 patient sent back care home hospit without test see ne,pos,0.7722016813761011
155,seen ask lava lamp time like sound like well listen,pos,0.721411872874025
156,veteran actor buri versova cemeteri presenc famili friend live updat http,pos,0.7462374344559255
157,wildest part covid19 white peopl act like stay home order version civil rig,pos,0.7089083704577155
158,fox fire diamond silk promot disinform covid19 diamond silk held high,pos,0.6530910096940151
159,news varieti europ film industri war room debat covid19 impact nyon kind,neg,0.25737509494626354
160,morn need help adapt workspac post covid19 help,pos,0.8165467407569655
161,covid19 much lethal flu,neg,0.2330592524037532
162,dad text attend funer colleagu die work ward fight,neg,0.2537156545758078
163,health worker bow burial central reserv polic forc crpf offic die covid19 graveya,neg,0.2699499496483971
164,leo dublin citi hold onlin panel discuss workshop help retail may th,pos,0.7549236724006181
165,take insid covid19 hospit indor red zone meet heroic team docto pregnant woman new born bab,pos,0.724756305293387
166,covid19 tanzania case soar six death via,neg,0.2430776517343393
167,cross dread vietnam barrier american kill covid19 three month vietnam,neg,0.24375167353387361
168,actual see grave consequ disdain ignor intellig warn jeremi bash fmr,neg,0.2140144874323201
169,illus heroism sink ship covid19 death tripl state run vet nurs home chester,neg,0.20125085891655434
170,avg monetiz dau mdau grew typic season strength ongo product improv global conversatio,pos,0.7084610055404162
171,woman behind vaccin may end covid19 pandem save world via,pos,0.7229924630023291
172,hmmmm ye recal mani death due inadequ medic suppli covid19,neg,0.2141336213176111
173,pregnant worri stay safe tip,pos,0.7980737684681958
174,remdesivir drug made ebola block coronaviru day take patient given drug,neg,0.30612066679917943
175,world health organ advis peopl follow five simpl step help prevent spread covid19,pos,0.7308639830769512
176,uk music compil advic govern fund bodi support music busi affect impact,pos,0.7516615507916007
177,barri took recess control made train wreck borrow lot offrom chicom shovel rea,neg,0.27740686375106316
178,ceteri support local compani major tenant alva eand assist fight,pos,0.7320411041351005
179,wonder govern continu ban sale cigarett find risk smoke ,neg,0.2898633702046448
180,grandfath die today vote believ said viru wors flu ,neg,0.20689508389602368
181,trump want sue china canada sue usa,pos,0.6939787093906157
182,real hero covid19 health worker even giveaway compens done human,pos,0.6861731542325834
183,labour day salut offer unfett support dedic healthcar policeman frontlin,pos,0.7635597123205297
184,one size fit plan dilemma state reopen without trigger new covid19 surg,pos,0.706368492091485
185,megan team congresswoman sheila jackson lee ummc provid free covid19 test houston resid,pos,0.7676555727099708
186,share especi time covid19 pandem care,pos,0.7244003038669806
187,call paper covid19 special issu jcom journal scienc commun ,pos,0.7368997190054936
188,covid19 lead student loan forgiv social distanc till without complaint,pos,0.7004608341900184
189,laura aunt die yesterday covid19 wife nurs icu autist daughter,neg,0.21574927931068602
190,health care profess council establish temporari regist receiv final year student rang,pos,0.7552180287637024
191,dear never mind captain cook long gone unlik case enough dist,pos,0.7246848773960187
192, may need transpar want filipino conquer nation batt,pos,0.7323454829106487
193,base today uk figur show peopl die hospit covid19 cautiou estim number,neg,0.20958361456473706
194,govern demand hindu templ contribut ten crore chief minist coronaviru relief fu,neg,0.3220401314415365
195,uk minist held legal even crimin liabl fail prevent death covid19 especi,neg,0.23171181498785293
196,safeguard need day lockdown sierra leon provid food assist vulnera,pos,0.719366828042738
197,biko interview covid19 bless,pos,0.7025990029539144
198,difficult read entir thread convict child predat worst kind releas prison,neg,0.248436655062985
199,great sad announc healthcar support worker afua fofi sadli die covid19 colleagu,neg,0.3014351775030528
200,peopl unemploy get max pay per week anoth whop covid19 total,neg,0.22397850308363756
201,leak western intel dossier reveal china deceiv world coronaviru,neg,0.26519119047306366
202,infect commun infect keep commun safe must stay safe ge,pos,0.7973052128457898
203,els understand import keep motherland safe arm forc kudo cd arm,pos,0.7769260046530356
204,rubi dutton stuff thank one result hundr covid19 infect,pos,0.7235872935097606
205,lesson covid19 life short job temporari health vital alway invest etern jesu,pos,0.7224282161699681
206,borrow word talent import ever,pos,0.7215692498323407
207,interest import read new england journal medicin,pos,0.7726417778417354
208,today confirm number case total number death risen de,neg,0.20759215253893817
209,discrimin parent also victim covid19 epedm get salari,neg,0.2729921451583809
210,entrepreneur diari quick reflect covid19 impact march alon fundrais trip cancel,neg,0.3126303643427235
211,pro lifer arrest give mom rose abort center covid19 news lifesit,neg,0.28982427402294897
212,surpris cdc cut total number covid19 death almost half unit state,neg,0.17280097033827851
213,dear professor stephen powi appal number uk death covid19 unfortun said,neg,0.21587744599880848
214,support someon live dementia famili carer need advic websit provid guidanc,pos,0.7942459810862814
215,nypd offic continu terror amid covid19 epidem want justic ask leader stand avenu,neg,0.2761488890875194
216,break warren buffett say wrong invest airlin industri buffett ad airlin man,neg,0.2532506857333615
217,open letter johnson migrant chariti etc warn peopl insecur immigr statu di,neg,0.2618051829922766
218,gather larg unmask group nation mall watch militari jet honor healthcar worker risk,pos,0.7305562479207144
219,cdc cut covid19 death total half review death report ad influenza pneumonia co,neg,0.15606472145674918
220,salut medium personnel work tirelessli uphold valu fair journali,pos,0.7355723833521635
221,travel face quarantin franc extend lockdown tourism franc repres gdp support million ,pos,0.7634307413858347
222,salut forefront brave fight covid19 great gestur arm forc,pos,0.7248635873565556
223,lockdown karnataka arrest kolar offer namaz mosqu polic book peopl,neg,0.25552629718309094
224,best wish russian pm mishustin earli recoveri good health stand close friend russia effor,pos,0.7473605919425501
225,want igbo focu se covid19 case zone sw nw nc ne se ,pos,0.6752651737609745
226,chief nurs offic say measur place protect resid scottish care home covid19 ,pos,0.7833167869944604
227,chandigarh administr withdrawn relax announc yesterday ut plan allow,pos,0.7095643795496097
228,left ok covid19 id card fight hard voter id secur elect,neg,0.28704562159320124
229,seriou case covid19 increas day day situat risk life go,neg,0.25400054251988985
230,india get ton medic suppli uae fight,neg,0.2596150308169749
231,fr record death pain suffer poor soul rel,neg,0.18615472280233028
232,hindu railway charg extra per passeng migrant worker special train fact fare paid state govt,pos,0.6567275055528428
233,govern say download covid19saf app longer requir eas restrict sorri cynic,neg,0.2640742610421898
234,stop follow covid19 updat stop tweet bad energi,neg,0.2360719901083819
235,depart health report new case covid19 philippin bring total number,pos,0.6360694009611841
236,heard would project covid19 end surpris fan definit ver,pos,0.6648055418057166
237,callou monster peopl die due covid19 tweet approv rat,neg,0.15329873316306472
238,break latrel mitchel sent home south head quarter covid19 test display cold like symptom,pos,0.7142506422004539
239,public polici imper right adapt critic high contact sector covid19 risk viz food suppli chain,neg,0.2895498505819898
240,tucker actual death rate covid19 via final start admit,neg,0.19526449166601761
241,everyon know worst aspect nazi germani way forc peopl sit sofa watch ne,neg,0.28099385426160894
242,uk must work nearest neighbour urgent noth brexit save life save,pos,0.7535394765034517
243,covid19 reach peak two major risk factor thought make coronaviru deadlier catch,neg,0.2804052419351079
244,dr richard horton editor chief lancet medic journal even damn handl covid19 cri,neg,0.2821159714481688
245,let tri understand right pro life fetu elderli sick work class,neg,0.2966591861470495
246,els eect bullshit said even top afford covid19 treatment,neg,0.2844321183228937
247,let know may work nation engin polici centr partner support govern,pos,0.7225707968293075
248,uk coron order exclud issu inadequ ppe inquest death nh staff kill covid19 tactic,neg,0.2175791701669051
249,dad icu doctor treat covid19 patient past week set never seen heart rate rbc count,pos,0.6768143852707312
250,market fall back china tension rise covid19 busi live,neg,0.2713526416827304
251,tough time covid19 pandem follow check includ medit yoga ro,neg,0.3320468646023124
252,real bill gate away camera mask smile gestur cuddli bear see tv,pos,0.6847121516841668
253,poorest densest area monterey counti affect covid19,neg,0.3098992241178961
254,appl googl ban use locat track covid19 contact trace app ensur user privaci prevent,neg,0.2776310027324251
255,total number covid19 posit case india rise includ activ case cure discharg,pos,0.5909349040664436
256,good news peopl continu recov covid19 glori god south africa recoveri africa ,pos,0.7235842800835858
257,cnn blunt characteris uk one worst covid19 respons europ analys failur hap,neg,0.23875147589290255
258,senior tori mp claim public will stay home covid19 repuls mp miss bom,neg,0.33004281908563676
259,three russian doctor fallen window past two week latest dr aleksandr shulepov fell,neg,0.24519541564502526
260,state count covid19 death correctli american peopl suppos trust count mail bal,neg,0.17051829972258303
261,mayawati say govern unabl send home free bsp pitch,pos,0.7431814691289633
262,day cross case india fare better countri contain covid19 viru,pos,0.7274840732350293
263,choctaw nation fresh trail tear heard irish famin sent everi cent could toda,pos,0.7113815274578525
264,extrem sad south america brazil overwhelm graf given longer test die ,neg,0.22815189444628123
265,covid19 seem uniqu tough american foe rest world figur czech republ,neg,0.26456124166044814
266,throw even zero covid19 death may vote trump person ,neg,0.1915582142011476
267,appar journalist take tonic cure covid19 tout presid madagascar,neg,0.2552346803127459
268,guardian report test sent care home carri yet everi singl one,pos,0.7751473868827888
269,present govt learn someth go beyond polit doesnt matter state cong bjp ce,neg,0.2868550638076508
270,airasia air asia refus cash refund cancel flight due covid19,neg,0.2327689972565792
271,lago author hope har heal power music weekli concert outsid covid19 isol tre,pos,0.7438616627145251
272,see outbreak misinform harm health advic hate speech conspiraci theori,neg,0.27521731662937426
273,support patient age unwel coronaviru covid19 mental health learn disabl auti,pos,0.7380903537068221
274,cyril talk populist talk ret brought covid19 well good next capit research,pos,0.751293951032089
275,emerg crisi onto busi street gridlock car traffic build citi fit,pos,0.7416167287555335
276,professor research covid19 kill appar murder suicid offici say cnn,neg,0.23373329979788127
277,italian leader slam fals covid19 number die way impos dictatorship,neg,0.2588963847228351
278,sometim feel like cri keep fight peopl suffer,neg,0.28800843602383386
279,covid19 shop despit ban awar corona close space infect,neg,0.28634569031056833
280,littl surpris per mile spot market rate april sank freight movement stall due covid19 coronavir,neg,0.22467144997350846
281,day honor health worker doctor nurs lab worker driver cleaner caregiv covid19 battlefront,pos,0.711038413206896
282,propos actual plea sever doctor frontlin covid19 new loss smell,neg,0.2533230020188421
283,lucep cofound got featur inspir entrepreneuri journey help tackl covid19,pos,0.7633091460744315
284,salut let recogn effort hard work contribut fight covi,neg,0.3031457306827431
285,wa record new case covid19 overnight mean reach signific mileston wi,pos,0.6369854249392568
286,dana white greedi prick care peopl die ,neg,0.2272489206710937
287,trump tour mask factori without wear mask live let die play background actual ap headlin morn,neg,0.23831039907522913
288,staff member work support student covid19 help help share eerienc,pos,0.8017300716084027
289,thank recommend ye housebound great time learn german,pos,0.7728938524212743
290,urg stop spread disinform china say recent accus trump administr covid19 pa,neg,0.2436132531398079
291,great sad part covid19 stat,pos,0.7185986630002985
292,nativ american health center ask covid19 suppli receiv bodi bag instead team turn ghost white,neg,0.26069784178323546
293,time white nation burri thousand still suffer ever increas strain,neg,0.2344700620849087
294,peopl number dead covid19 today,neg,0.20547081692449892
295,nigerian home sinc begin covid19 pandem even lock relax causin,pos,0.7066381816983099
296,join live session emin doctor india give answer question covid19,pos,0.7415068461176213
297,govern need urg want,pos,0.7483096352484109
298,miss univers catriona gray wednesday said decis shut ab cbn disservic filipino,neg,0.26909288763722145
299,begin reopen data play critic role ensur safe built salesforc,pos,0.7772629480883856
300,lost think go listen prime minist whose decis reason covid19 hit ,neg,0.25776703248877314
301,difficult time mani right howev keen join help support mani ,pos,0.7568023414304113
302,televis news paid tribut name photograph die covid19 six second would,neg,0.20882702635561776
303,bc restart plan return normal hope care step toward real recoveri covid19,pos,0.746726638417909
304,dutch restaur test idea friend famili staff amid covid19 use small glass cabin dine waiter wo,pos,0.6914885976147112
305,covid19 inform guidanc support teacher leader educ child,pos,0.7280109629226209
306,uk youngest mp sack role carer covid19 crisi highlight pp,pos,0.6763654405842765
307,qatar problem let peopl starv street long abl save money pleas tag relev,pos,0.7307890238962212
308,heartbreak stori read internet today anti muslim carnag delhi father burnt aliv,neg,0.2836631100280613
309,easi solut believ covid19 hoax go fun mingl peopl also sign waiver treat,pos,0.7041435898448152
310,valuabl time money go effect commut abl give even better servic ,pos,0.7613156392483498
311,covid19 case rise health ministri press brief today alreadi cut brief elimin,neg,0.2990948196723867
312,taxi driver face charg attempt murder continu transport passeng test,neg,0.23077223650289388
313,doubt power press recogn gov ron desanti handl covid19 florida excel fashion whi,pos,0.7046864770793981
314,indian occup forc kill threaten men woman child kashmir use covid19 ,neg,0.23274747994765874
315,uncl die last night covid19 symptom wife aunt exhibit symptom well contact,neg,0.22659353210146857
316,flu vaccin increas risk covid19,neg,0.2035154733086111
317,knew could test get earli treatment live covid19 would like live bad fatal,neg,0.2366833432423897
318,nat debt record job lost april unemploy highest sinc great,pos,0.6372696840389087
319,congress treasuri go back forth tax guidanc implement trillion coronaviru relief bill,pos,0.7421001285504881
320,remark stori admit possibl redact done error alreadi arriv ,neg,0.2785961763206972
321,smile second best thing lip,pos,0.7391624725590125
322,disgust yet anoth blow commun disproportion devast covid19 black,neg,0.30175545901720774
323,stop suck covid19 make outgo call,neg,0.29478276817600635
324,presid ramaphosa announc releas low risk prison parol combat covid19 correct,neg,0.18641926780389878
325,took death peopl get face mask peopl incarcer new york state,neg,0.17067316962693524
326,turkey minist industri mustafa varank three scientist reach anim test phase,pos,0.6558753672278262
327,govern scientif advis furiou see attempt censor advic govern propos,neg,0.2892091842266175
328,best hope next day zero covid19 case kerala leadership,pos,0.7604535030157142
329,reveal uk scientist furi attempt censor covid19 advic,neg,0.23589717217343736
330,rachel maddow slam gov pete rickett fail reveal go plant covid19 case elodin,neg,0.25178839461664887
331,chubuik rotimi amaechi covid19 essay competit age year st prize,pos,0.7039677796696436
332,code nh covid19 track app got publish yesterday seen sever tweet slightli dismay,pos,0.6787699794694034
333,suspect covid19 prove much bigger problem russia cover,neg,0.256623621769871
334,peter piot mani peopl think covid19 kill patient rest get away flulik symptom,neg,0.2185936824866255
335,meet dg central arm polic forc entir nation proud capf personnel contributio,pos,0.728443492563336
336,guy sinc honest know anyon got covid19,pos,0.7009085316024942
337,ask shield order min no deliveri via spee,neg,0.2996559351033431
338,lobbi hard govern issu face director relat measur announc support busi,pos,0.7015004866180059
339,editor masala itp medium group lekha menon wish hm amit shah dy covid19 cancer bureau chief,neg,0.2807168297614873
340,coronaviru lockdown migrant worker stage protest industri area surat,neg,0.2908767756971792
341,loool outlook either geniu found fault test diagnosi covid19 nigg,neg,0.29149908687092724
342,keep arunach safe made covid19 test mandatori everi person enter st,pos,0.7165845193679364
343,covid19 total disgrac better stay home stay safe,pos,0.7754737679144694
344,clear blame trump covid19 blame astonishingli inept respons diseas due ,neg,0.24115763606025648
345,extens discuss covid19 pandem nation continu work togeth support the,pos,0.7225009766325197
346,oh understand trend obama say end michael flynn case put rule law risk call covid19,neg,0.26657434186303886
347,loretta mester presid feder reserv bank cleveland join discu tool polici,pos,0.7207718365983128
348,nearli american die due covid19 work trump sit wh prais per,neg,0.1554325865995283
349,dear god meet dr munyangi doctor behind madagascar remedi protect lord shield,pos,0.7497021785639129
350,world popul america tragic distinct account pandem death far,neg,0.19836481793945884
351,youth foster care surviv pandem especi difficult mani famili,pos,0.7371550296904584
352,two covid19 death confirm kaduna,neg,0.139830033514094
353,impact covid19 pandem long last still proactiv make sure,pos,0.7213326973704497
354,lockdown easi might help mental health gave thing ssocial di,pos,0.7508922565081432
355,mom love giftcast celebr special day today send person video messag spen,pos,0.7135111417978934
356,china presid xi jinp person request delay covid19 pandem warn daili mail onlin,neg,0.2123559701200648
357,sinc ask mr presid hn kill american april april full month covid19,neg,0.12171722055525094
358,truth come china fault fault trump ignor,neg,0.22292468854495268
359,transit worker citi like new orlean seattl chicago lost worker front line keep citi ,pos,0.7239207738049461
360,medium tri freak covid19 second wave know let shut economi forev ,neg,0.3040147239494073
361,whilst stuck indoor contain health crisi great british taxi servic alreadi help ashor,pos,0.7441351995258791
362,chile mine minist promot use copper fight,neg,0.26612287864125
363,post futur th anniversari schuman declar traine share thought futur,pos,0.7283740387129037
364,new public flow physic covid19 avail via open access excel work team,pos,0.7345794148608338
365,pleas complain store went ask wear mask cowork die covid19,neg,0.21345341520652308
366,death top global afp talli,neg,0.23228315000333483
367,accept death coronaviru yesterday peopl die covid19 highest daili death toll,neg,0.0721085113996707
368,hon pm leav stone unturn protect support citizen difficult time leadership,pos,0.7780100075856904
369,watch live press brief action taken prepared updat covid19,pos,0.7093503896329605
370,hi nikhil due covid19 phone support current unavail connect support speci,pos,0.7191672146476239
371,lucki enough gordon come next confer octob th well covid19,pos,0.726618626056349
372,light candl join vigil twitter pm aest tuesday may honour life overs,pos,0.7419951778044223
373,new stori npr covid19 creat legal aid crisi fema usual respons miss,neg,0.2998352686785197
374,standoff eastleigh nairobi resid covid19 partial lockdown picket demand relief food gov http,pos,0.724141395939177
375,northern busi reposit self war land peopl eastern region ,neg,0.2555857308026959
